415 ms ; init
20755212 ms ; SW2 ;has been pressed
20755483 ms ; SW3 ;has been pressed
20755693 ms ; SW2 ;has been pressed
20755880 ms ; SW3 ;has been pressed
20756096 ms ; SW1 ;has been pressed
20756407 ms ; SW1 ;has been pressed
20756923 ms ; SW1 ;has been pressed
20757716 ms ; SW2 ;has been pressed
20758194 ms ; SW1 ;has been pressed
20758471 ms ; SW2 ;has been pressed
20758781 ms ; SW2 ;has been pressed
20758902 ms ; SW3 ;has been pressed
20759200 ms ; SW1 ;has been pressed
20759573 ms ; SW4 ;has been pressed
20759800 ms ; SW2 ;has been pressed
20760247 ms ; SW3 ;has been pressed
20760569 ms ; SW3 ;has been pressed
20760794 ms ; SW4 ;has been pressed
20761112 ms ; SW2 ;has been pressed
20761377 ms ; SW3 ;has been pressed
20761839 ms ; SW2 ;has been pressed
20762260 ms ; SW3 ;has been pressed
20762497 ms ; SW4 ;has been pressed
20763059 ms ; SW2 ;has been pressed
20763339 ms ; SW3 ;has been pressed
20763732 ms ; SW1 ;has been pressed
20764171 ms ; SW2 ;has been pressed
20764423 ms ; SW2 ;has been pressed
20764619 ms ; SW4 ;has been pressed
20765223 ms ; SW1 ;has been pressed
20765562 ms ; SW2 ;has been pressed
20765894 ms ; SW1 ;has been pressed
20766173 ms ; SW2 ;has been pressed
20766402 ms ; SW4 ;has been pressed
20766545 ms ; SW1 ;has been pressed
20766888 ms ; SW2 ;has been pressed
20767123 ms ; SW3 ;has been pressed
20770846 ms ; SW2 ;has been pressed
20771296 ms ; SW2 ;has been pressed
20771420 ms ; SW2 ;has been pressed
20771608 ms ; SW3 ;has been pressed
20771969 ms ; SW2 ;has been pressed
20772388 ms ; SW2 ;has been pressed
20772409 ms ; SW4 ;has been pressed
20772585 ms ; SW2 ;has been pressed
20773088 ms ; SW1 ;has been pressed
20773334 ms ; SW1 ;has been pressed
20773562 ms ; SW1 ;has been pressed
20775698 ms ; SW1 ;has been pressed
20776355 ms ; SW2 ;has been pressed and the led UV has activate
20778429 ms ; SW2 ;has been pressed
20781970 ms ; SW2 ;has been pressed
20788063 ms ; SW3 ;has been pressed
20790360 ms ; SW4 ;has been pressed
20792083 ms ; SW4 ;has been pressed
20792604 ms ; SW2 ;has been pressed
20793147 ms ; SW2 ;has been pressed
20793866 ms ; SW2 ;has been pressed
20797218 ms ; SW2 ;has been pressed
20799238 ms ; SW3 ;has been pressed
20799547 ms ; SW3 ;has been pressed
20799785 ms ; SW3 ;has been pressed
20801561 ms ; SW2 ;has been pressed
20801697 ms ; SW2 ;has been pressed
20802094 ms ; SW3 ;has been pressed
20803458 ms ; SW2 ;has been pressed
20811620 ms ; SW2 ;has been pressed
20811894 ms ; SW2 ;has been pressed
20812015 ms ; SW2 ;has been pressed
20812233 ms ; SW2 ;has been pressed
20812780 ms ; SW2 ;has been pressed
20816458 ms ; SW2 ;has been pressed
20816692 ms ; SW2 ;has been pressed
20817136 ms ; SW2 ;has been pressed
20818008 ms ; SW2 ;has been pressed
20818271 ms ; SW2 ;has been pressed
20818892 ms ; SW2 ;has been pressed
20819500 ms ; SW2 ;has been pressed
20821238 ms ; SW2 ;has been pressed
20821648 ms ; SW2 ;has been pressed
20821805 ms ; SW2 ;has been pressed
20821927 ms ; SW2 ;has been pressed
20822134 ms ; SW2 ;has been pressed
20822380 ms ; SW2 ;has been pressed
20822501 ms ; SW2 ;has been pressed
20823714 ms ; SW2 ;has been pressed
20823946 ms ; SW2 ;has been pressed
20824131 ms ; SW2 ;has been pressed
20824711 ms ; SW2 ;has been pressed
20825069 ms ; SW2 ;has been pressed
20825199 ms ; SW2 ;has been pressed
20825482 ms ; SW2 ;has been pressed
20825765 ms ; SW2 ;has been pressed
20826016 ms ; SW2 ;has been pressed
20826137 ms ; SW2 ;has been pressed
20826280 ms ; SW2 ;has been pressed
20826407 ms ; SW2 ;has been pressed
20826535 ms ; SW2 ;has been pressed
20827186 ms ; SW2 ;has been pressed
20827307 ms ; SW2 ;has been pressed
20827693 ms ; SW2 ;has been pressed
20829054 ms ; SW2 ;has been pressed
20829194 ms ; SW2 ;has been pressed
20829319 ms ; SW2 ;has been pressed
20830447 ms ; SW2 ;has been pressed
20830665 ms ; SW2 ;has been pressed
20830915 ms ; SW2 ;has been pressed
20831195 ms ; SW2 ;has been pressed
20832022 ms ; SW2 ;has been pressed
20832166 ms ; SW2 ;has been pressed
20832392 ms ; SW2 ;has been pressed
20832564 ms ; SW2 ;has been pressed
20833252 ms ; SW2 ;has been pressed
20836971 ms ; SW2 ;has been pressed
20837910 ms ; SW2 ;has been pressed
20838085 ms ; SW2 ;has been pressed
20839644 ms ; SW3 ;has been pressed
20839839 ms ; SW2 ;has been pressed
20839971 ms ; SW2 ;has been pressed
20840173 ms ; SW2 ;has been pressed
20840402 ms ; SW2 ;has been pressed
20840646 ms ; SW1 ;has been pressed
20840863 ms ; SW4 ;has been pressed
20840985 ms ; SW2 ;has been pressed
20841248 ms ; SW1 ;has been pressed
20841426 ms ; SW3 ;has been pressed
20841574 ms ; SW2 ;has been pressed
20841728 ms ; SW2 ;has been pressed
20841958 ms ; SW1 ;has been pressed
20841978 ms ; SW4 ;has been pressed
20842122 ms ; SW3 ;has been pressed
20842630 ms ; SW2 ;has been pressed
20843475 ms ; SW2 ;has been pressed
20843714 ms ; SW2 ;has been pressed
20844290 ms ; SW2 ;has been pressed
20844411 ms ; SW2 ;has been pressed
20845031 ms ; SW2 ;has been pressed
20845153 ms ; SW2 ;has been pressed
20845588 ms ; SW2 ;has been pressed
20928576 ms ; SW1 ;has been pressed
20928755 ms ; SW1 ;has been pressed
21380722 ms ; SW4 ;has been pressed
21380843 ms ; SW4 ;has been pressed
21380965 ms ; SW4 ;has been pressed
21381808 ms ; SW2 ;has been pressed
21381937 ms ; SW2 ;has been pressed
21382059 ms ; SW1 ;has been pressed
21411391 ms ; SW1 ;has been pressed
21430213 ms ; SW3 ;has been pressed and the led UV has activate
21431552 ms ; SW4 ;has been pressed
22044410 ms ; SW4 ;has been pressed and the led UV has activate
22046036 ms ; SW3 ;has been pressed
22047188 ms ; SW2 ;has been pressed
22047509 ms ; SW2 ;has been pressed
22048526 ms ; SW1 ;has been pressed
22049890 ms ; SW4 ;has been pressed
22049974 ms ; SW3 ;has been pressed
22050387 ms ; SW1 ;has been pressed
22050847 ms ; SW2 ;has been pressed
22052032 ms ; SW2 ;has been pressed
22052748 ms ; SW2 ;has been pressed
22052786 ms ; SW4 ;has been pressed
22055857 ms ; SW4 ;has been pressed
22055878 ms ; SW3 ;has been pressed
22055999 ms ; SW2 ;has been pressed
22056020 ms ; SW4 ;has been pressed
22056686 ms ; SW4 ;has been pressed
22057326 ms ; SW4 ;has been pressed
22057366 ms ; SW3 ;has been pressed
22058849 ms ; SW2 ;has been pressed
22059286 ms ; SW2 ;has been pressed
22059324 ms ; SW1 ;has been pressed
25691343 ms ; SW2 ;has been pressed
25691554 ms ; SW2 ;has been pressed
25691675 ms ; SW2 ;has been pressed
25692820 ms ; SW1 ;has been pressed and the led UV has activate
25699904 ms ; SW1 ;has been pressed
25701129 ms ; SW1 ;has been pressed
25701860 ms ; SW2 ;has been pressed
25702626 ms ; SW3 ;has been pressed
25703388 ms ; SW4 ;has been pressed
25703508 ms ; SW4 ;has been pressed
25704733 ms ; SW3 ;has been pressed
25710619 ms ; SW2 ;has been pressed
25710863 ms ; SW2 ;has been pressed
25711391 ms ; SW2 ;has been pressed
25711980 ms ; SW1 ;has been pressed
25712644 ms ; SW1 ;has been pressed
25713308 ms ; SW4 ;has been pressed
25714045 ms ; SW3 ;has been pressed
25714264 ms ; SW2 ;has been pressed
25714504 ms ; SW2 ;has been pressed
25714702 ms ; SW4 ;has been pressed
25715041 ms ; SW1 ;has been pressed
25715497 ms ; SW3 ;has been pressed
25715670 ms ; SW2 ;has been pressed
25715790 ms ; SW2 ;has been pressed
25715920 ms ; SW2 ;has been pressed
25716042 ms ; SW2 ;has been pressed
36000450 ms ; 5 hours have passed
399 ms ; init
8274030 ms ; SW2 ;has been pressed
8274331 ms ; SW3 ;has been pressed
8282784 ms ; SW2 ;has been pressed
8283234 ms ; SW2 ;has been pressed
8284810 ms ; SW3 ;has been pressed
8285564 ms ; SW1 ;has been pressed and the led UV has activate
8285915 ms ; SW4 ;has been pressed
8286145 ms ; SW1 ;has been pressed
8286333 ms ; SW4 ;has been pressed
8286454 ms ; SW4 ;has been pressed
8286786 ms ; SW3 ;has been pressed
8287116 ms ; SW2 ;has been pressed
8287257 ms ; SW3 ;has been pressed
8287500 ms ; SW2 ;has been pressed
8287657 ms ; SW3 ;has been pressed
8287812 ms ; SW2 ;has been pressed
8288140 ms ; SW3 ;has been pressed
8288452 ms ; SW3 ;has been pressed
8288734 ms ; SW3 ;has been pressed
8289767 ms ; SW1 ;has been pressed
8289787 ms ; SW4 ;has been pressed
8289959 ms ; SW1 ;has been pressed
8290222 ms ; SW1 ;has been pressed
8290452 ms ; SW2 ;has been pressed
8290689 ms ; SW1 ;has been pressed
8290911 ms ; SW1 ;has been pressed
8291134 ms ; SW1 ;has been pressed
8291334 ms ; SW4 ;has been pressed
8291530 ms ; SW2 ;has been pressed
8291751 ms ; SW1 ;has been pressed
8291966 ms ; SW1 ;has been pressed
8292155 ms ; SW2 ;has been pressed
8292363 ms ; SW1 ;has been pressed
8292575 ms ; SW1 ;has been pressed
8292812 ms ; SW1 ;has been pressed
8293059 ms ; SW3 ;has been pressed
8293872 ms ; SW2 ;has been pressed
8294092 ms ; SW2 ;has been pressed
8294366 ms ; SW2 ;has been pressed
8294615 ms ; SW3 ;has been pressed
8294901 ms ; SW3 ;has been pressed
8294926 ms ; SW2 ;has been pressed
8295054 ms ; SW3 ;has been pressed
8295882 ms ; SW2 ;has been pressed
8296124 ms ; SW2 ;has been pressed
8296246 ms ; SW3 ;has been pressed
8296628 ms ; SW2 ;has been pressed
8296749 ms ; SW3 ;has been pressed
8296961 ms ; SW3 ;has been pressed
8297146 ms ; SW2 ;has been pressed
8297273 ms ; SW3 ;has been pressed
8297715 ms ; SW1 ;has been pressed
8297836 ms ; SW3 ;has been pressed
8297979 ms ; SW2 ;has been pressed
8298107 ms ; SW3 ;has been pressed
8298337 ms ; SW1 ;has been pressed
8298459 ms ; SW4 ;has been pressed
8298603 ms ; SW1 ;has been pressed
8298729 ms ; SW4 ;has been pressed
8298892 ms ; SW1 ;has been pressed
8299014 ms ; SW3 ;has been pressed
8449907 ms ; SW2 ;has been pressed and the led UV has activate
8453499 ms ; SW3 ;has been pressed
8454693 ms ; SW2 ;has been pressed
8460050 ms ; SW1 ;has been pressed
8471855 ms ; SW3 ;has been pressed
8471975 ms ; SW3 ;has been pressed
8474586 ms ; SW2 ;has been pressed
8475098 ms ; SW2 ;has been pressed
8477623 ms ; SW2 ;has been pressed
8478442 ms ; SW2 ;has been pressed
8478791 ms ; SW2 ;has been pressed
8479226 ms ; SW2 ;has been pressed
8479532 ms ; SW2 ;has been pressed
8480936 ms ; SW2 ;has been pressed
8482081 ms ; SW2 ;has been pressed
8482441 ms ; SW2 ;has been pressed
8482656 ms ; SW2 ;has been pressed
8484528 ms ; SW1 ;has been pressed
8485235 ms ; SW4 ;has been pressed
8485670 ms ; SW2 ;has been pressed
8486592 ms ; SW2 ;has been pressed
8487238 ms ; SW2 ;has been pressed
8487425 ms ; SW2 ;has been pressed
8487624 ms ; SW2 ;has been pressed
8487769 ms ; SW2 ;has been pressed
8487957 ms ; SW2 ;has been pressed
8488108 ms ; SW2 ;has been pressed
8488313 ms ; SW2 ;has been pressed
8488833 ms ; SW2 ;has been pressed
8489178 ms ; SW2 ;has been pressed
8489707 ms ; SW2 ;has been pressed
8489901 ms ; SW2 ;has been pressed
8504641 ms ; SW4 ;has been pressed
8505224 ms ; SW3 ;has been pressed
8505901 ms ; SW1 ;has been pressed
8506158 ms ; SW1 ;has been pressed
8506370 ms ; SW1 ;has been pressed
8506725 ms ; SW2 ;has been pressed
8506938 ms ; SW2 ;has been pressed
8507633 ms ; SW2 ;has been pressed
8507787 ms ; SW2 ;has been pressed
8507807 ms ; SW3 ;has been pressed
8507961 ms ; SW2 ;has been pressed
8508109 ms ; SW2 ;has been pressed
8510921 ms ; SW2 ;has been pressed
8511279 ms ; SW2 ;has been pressed
8511528 ms ; SW2 ;has been pressed
8512345 ms ; SW2 ;has been pressed
8512818 ms ; SW2 ;has been pressed
8513298 ms ; SW3 ;has been pressed
8514241 ms ; SW4 ;has been pressed
8515229 ms ; SW2 ;has been pressed
8515481 ms ; SW2 ;has been pressed
8515621 ms ; SW2 ;has been pressed
8516051 ms ; SW2 ;has been pressed
8516320 ms ; SW2 ;has been pressed
8520631 ms ; SW1 ;has been pressed
8521109 ms ; SW2 ;has been pressed
8521759 ms ; SW3 ;has been pressed
8522328 ms ; SW1 ;has been pressed
8522399 ms ; SW4 ;has been pressed
8522764 ms ; SW1 ;has been pressed
8523107 ms ; SW1 ;has been pressed
8523128 ms ; SW3 ;has been pressed
8523327 ms ; SW1 ;has been pressed
8523963 ms ; SW2 ;has been pressed
8525394 ms ; SW2 ;has been pressed
8526429 ms ; SW2 ;has been pressed
8526636 ms ; SW2 ;has been pressed
8526721 ms ; SW3 ;has been pressed
8562194 ms ; SW3 ;has been pressed and the led UV has activate
8571065 ms ; SW3 ;has been pressed
8571941 ms ; SW3 ;has been pressed
8572553 ms ; SW1 ;has been pressed
8573697 ms ; SW1 ;has been pressed
8577895 ms ; SW3 ;has been pressed
8578138 ms ; SW2 ;has been pressed
8578370 ms ; SW3 ;has been pressed
8579569 ms ; SW2 ;has been pressed
8579591 ms ; SW3 ;has been pressed
8579794 ms ; SW3 ;has been pressed
8580066 ms ; SW2 ;has been pressed
8580086 ms ; SW3 ;has been pressed
8580542 ms ; SW2 ;has been pressed
8580760 ms ; SW2 ;has been pressed
8580943 ms ; SW3 ;has been pressed
8581223 ms ; SW2 ;has been pressed
8581430 ms ; SW2 ;has been pressed
8581607 ms ; SW2 ;has been pressed
8582500 ms ; SW4 ;has been pressed
8582872 ms ; SW4 ;has been pressed
8583206 ms ; SW4 ;has been pressed
8583231 ms ; SW1 ;has been pressed
8587862 ms ; SW3 ;has been pressed
8588055 ms ; SW1 ;has been pressed
8588377 ms ; SW2 ;has been pressed
8588900 ms ; SW4 ;has been pressed
8588920 ms ; SW1 ;has been pressed
8589200 ms ; SW2 ;has been pressed
8591583 ms ; SW3 ;has been pressed
8593388 ms ; SW3 ;has been pressed
8593410 ms ; SW4 ;has been pressed
8605627 ms ; SW1 ;has been pressed
8606181 ms ; SW2 ;has been pressed
8607271 ms ; SW2 ;has been pressed
8608857 ms ; SW3 ;has been pressed
8609180 ms ; SW1 ;has been pressed
8609559 ms ; SW1 ;has been pressed
8610997 ms ; SW4 ;has been pressed
8614005 ms ; SW4 ;has been pressed
8619543 ms ; SW2 ;has been pressed
8619844 ms ; SW2 ;has been pressed
8619917 ms ; SW3 ;has been pressed
8620093 ms ; SW3 ;has been pressed
8620343 ms ; SW2 ;has been pressed
8620618 ms ; SW3 ;has been pressed
8620879 ms ; SW2 ;has been pressed
8621389 ms ; SW2 ;has been pressed
8621616 ms ; SW2 ;has been pressed
8621637 ms ; SW3 ;has been pressed
8622254 ms ; SW2 ;has been pressed
8622278 ms ; SW4 ;has been pressed
8622488 ms ; SW2 ;has been pressed
8622647 ms ; SW2 ;has been pressed
8622983 ms ; SW2 ;has been pressed
8623003 ms ; SW3 ;has been pressed
8623221 ms ; SW2 ;has been pressed
8623483 ms ; SW2 ;has been pressed
8623739 ms ; SW2 ;has been pressed
8623761 ms ; SW4 ;has been pressed
8624365 ms ; SW3 ;has been pressed
8624387 ms ; SW1 ;has been pressed
8624676 ms ; SW1 ;has been pressed
8625181 ms ; SW4 ;has been pressed
8625202 ms ; SW1 ;has been pressed
8625457 ms ; SW4 ;has been pressed
8625477 ms ; SW1 ;has been pressed
8625727 ms ; SW4 ;has been pressed
8625748 ms ; SW1 ;has been pressed
8625885 ms ; SW1 ;has been pressed
8626095 ms ; SW4 ;has been pressed
8626287 ms ; SW1 ;has been pressed
8626480 ms ; SW4 ;has been pressed
8626702 ms ; SW4 ;has been pressed
8626917 ms ; SW1 ;has been pressed
8627107 ms ; SW1 ;has been pressed
8627580 ms ; SW1 ;has been pressed
8628037 ms ; SW3 ;has been pressed
8628320 ms ; SW2 ;has been pressed
8629009 ms ; SW1 ;has been pressed
8629030 ms ; SW4 ;has been pressed
8670434 ms ; SW4 ;has been pressed and the led UV has activate
8670556 ms ; SW1 ;has been pressed
8671855 ms ; SW1 ;has been pressed
8672179 ms ; SW4 ;has been pressed
8672200 ms ; SW3 ;has been pressed
8686370 ms ; SW2 ;has been pressed
8686648 ms ; SW1 ;has been pressed
8686912 ms ; SW3 ;has been pressed
8697911 ms ; SW4 ;has been pressed
8702409 ms ; SW3 ;has been pressed
8702537 ms ; SW4 ;has been pressed
8703266 ms ; SW1 ;has been pressed
8703291 ms ; SW4 ;has been pressed
8703508 ms ; SW4 ;has been pressed
8703820 ms ; SW4 ;has been pressed
8703841 ms ; SW3 ;has been pressed
8704045 ms ; SW4 ;has been pressed
8704471 ms ; SW4 ;has been pressed
8704805 ms ; SW1 ;has been pressed
8704926 ms ; SW4 ;has been pressed
8705199 ms ; SW1 ;has been pressed
8705319 ms ; SW4 ;has been pressed
8705529 ms ; SW1 ;has been pressed
8705799 ms ; SW4 ;has been pressed
8705953 ms ; SW1 ;has been pressed
8706271 ms ; SW3 ;has been pressed
8706721 ms ; SW3 ;has been pressed
8722221 ms ; SW4 ;has been pressed
8723275 ms ; SW4 ;has been pressed
8723296 ms ; SW3 ;has been pressed
8723483 ms ; SW2 ;has been pressed
8723707 ms ; SW1 ;has been pressed
8723935 ms ; SW1 ;has been pressed
8724154 ms ; SW1 ;has been pressed
8724356 ms ; SW2 ;has been pressed
8724827 ms ; SW4 ;has been pressed
8724859 ms ; SW3 ;has been pressed
8724880 ms ; SW1 ;has been pressed
8725609 ms ; SW2 ;has been pressed
8726294 ms ; SW1 ;has been pressed
8726457 ms ; SW2 ;has been pressed
8726478 ms ; SW3 ;has been pressed
8726499 ms ; SW4 ;has been pressed
8726683 ms ; SW3 ;has been pressed
8726842 ms ; SW3 ;has been pressed
8727118 ms ; SW1 ;has been pressed
8727140 ms ; SW4 ;has been pressed
8790604 ms ; SW2 ;has been pressed
8790897 ms ; SW2 ;has been pressed
8790998 ms ; SW3 ;has been pressed
8791599 ms ; SW4 ;has been pressed
8791758 ms ; SW1 ;has been pressed and the led UV has activate
8802644 ms ; SW2 ;has been pressed
8802945 ms ; SW3 ;has been pressed
8803162 ms ; SW2 ;has been pressed
8803361 ms ; SW3 ;has been pressed
8803964 ms ; SW3 ;has been pressed
8803985 ms ; SW4 ;has been pressed
8804214 ms ; SW1 ;has been pressed
8804801 ms ; SW2 ;has been pressed
8805661 ms ; SW2 ;has been pressed
8805782 ms ; SW3 ;has been pressed
8806372 ms ; SW4 ;has been pressed
8806562 ms ; SW2 ;has been pressed
8806818 ms ; SW3 ;has been pressed
8807322 ms ; SW3 ;has been pressed
8807547 ms ; SW2 ;has been pressed
8807932 ms ; SW3 ;has been pressed
8808082 ms ; SW2 ;has been pressed
8808502 ms ; SW4 ;has been pressed
8808523 ms ; SW3 ;has been pressed
8809172 ms ; SW4 ;has been pressed
8809194 ms ; SW1 ;has been pressed
8809451 ms ; SW2 ;has been pressed
8809696 ms ; SW3 ;has been pressed
8810116 ms ; SW4 ;has been pressed
8810236 ms ; SW2 ;has been pressed
8810257 ms ; SW3 ;has been pressed
8810378 ms ; SW1 ;has been pressed
8810608 ms ; SW4 ;has been pressed
8811096 ms ; SW4 ;has been pressed
8811128 ms ; SW3 ;has been pressed
8811485 ms ; SW2 ;has been pressed
8811506 ms ; SW1 ;has been pressed
8811721 ms ; SW3 ;has been pressed
8811984 ms ; SW2 ;has been pressed
8812105 ms ; SW3 ;has been pressed
8813804 ms ; SW2 ;has been pressed
8813826 ms ; SW4 ;has been pressed
8814086 ms ; SW1 ;has been pressed
8814490 ms ; SW4 ;has been pressed
8814511 ms ; SW3 ;has been pressed
8867720 ms ; SW3 ;has been pressed
8868006 ms ; SW4 ;has been pressed
8869121 ms ; SW1 ;has been pressed
8869387 ms ; SW2 ;has been pressed
8879031 ms ; SW2 ;has been pressed
8880098 ms ; SW3 ;has been pressed
8880195 ms ; SW1 ;has been pressed
8880423 ms ; SW3 ;has been pressed
8880755 ms ; SW3 ;has been pressed
8880777 ms ; SW1 ;has been pressed
8880898 ms ; SW3 ;has been pressed
8881018 ms ; SW1 ;has been pressed
8881139 ms ; SW1 ;has been pressed
8881304 ms ; SW4 ;has been pressed
8881465 ms ; SW2 ;has been pressed
8881586 ms ; SW4 ;has been pressed
8881825 ms ; SW2 ;has been pressed
8881958 ms ; SW4 ;has been pressed
8882079 ms ; SW3 ;has been pressed
8882204 ms ; SW4 ;has been pressed
8882561 ms ; SW4 ;has been pressed
8882833 ms ; SW2 ;has been pressed and the led UV has activate
8883162 ms ; SW2 ;has been pressed
8883672 ms ; SW2 ;has been pressed
8886193 ms ; SW2 ;has been pressed
8886953 ms ; SW1 ;has been pressed
8889816 ms ; SW2 ;has been pressed
8898639 ms ; SW3 ;has been pressed
8899680 ms ; SW2 ;has been pressed
8900146 ms ; SW1 ;has been pressed
8900385 ms ; SW4 ;has been pressed
8938819 ms ; SW2 ;has been pressed
8939011 ms ; SW2 ;has been pressed
8939168 ms ; SW2 ;has been pressed
8939319 ms ; SW2 ;has been pressed
8940164 ms ; SW1 ;has been pressed
8940511 ms ; SW2 ;has been pressed
8940793 ms ; SW2 ;has been pressed
8941320 ms ; SW3 ;has been pressed
9074557 ms ; SW4 ;has been pressed
9074810 ms ; SW4 ;has been pressed
9075027 ms ; SW4 ;has been pressed
9075483 ms ; SW3 ;has been pressed and the led UV has activate
